sequenceID	lineage	clade	length	pubmed_id	isolate_data.country	isolate_data.place_sampled	isolate_data.sampled_host_sci_name	isolate_data.collection_year	isolate_data.collection_month	isolate_data.collection_month_day
OQ721176	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2017	-	-
OQ721177	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2007	-	-
OQ721178	1	A	10302	-	USA	"Sacramento, California"	Western Scrub/Jay	2004	-	-
OQ721179	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex restuans	2017	-	-
OQ721180	1	A	10302	-	USA	"San Diego, California"	American Crow	2008	-	-
OQ721181	1	A	10302	-	USA	"Black Hawk, Iowa"	Culex pipiens	2020	-	-
OQ721182	1	A	10302	-	USA	"Nobles, Minnesota"	Crow	2002	-	-
OQ721183	1	A	10302	-	USA	"Story, Iowa"	Culex restuans	2017	-	-
OQ721184	1	A	10302	-	USA	"San Diego, California"	American Crow	2008	-	-
OQ721185	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721186	1	A	10302	-	USA	"Tangipahoa, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721187	1	A	10302	-	USA	"Kern, California"	American Crow	2012	-	-
OQ721188	1	A	10302	-	USA	"St. Tammany, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721189	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2015	-	-
OQ721190	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2009	-	-
OQ721191	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex restuans	2017	-	-
OQ721192	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex pipiens	2017	-	-
OQ721193	1	A	10302	-	USA	"Solano, California"	Yellow/billed Magpie	2005	-	-
OQ721194	1	A	10302	-	USA	"Story, Iowa"	Culex restuans	2017	-	-
OQ721195	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2015	-	-
OQ721196	1	A	10302	-	USA	"Sacramento, California"	Northern Mockingbird	2011	-	-
OQ721197	1	A	10302	-	USA	"WBR, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721198	1	A	10302	-	USA	"Summit, Ohio"	nan	2018	-	-
OQ721199	1	A	10302	-	USA	"Grant, Washington"	nan	2017	-	-
OQ721200	1	A	10302	-	USA	"Sacramento, California"	California Scrub-Jay	2014	-	-
OQ721201	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2008	-	-
OQ721202	1	A	10302	-	USA	"Story, Iowa"	Culex pipiens	2016	-	-
OQ721203	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721204	1	A	10302	-	USA	"Black Hawk, Iowa"	Culex restuans	2017	-	-
OQ721205	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721206	1	A	10302	-	USA	"Sacramento, California"	American Crow	2010	-	-
OQ721207	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2013	-	-
OQ721208	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2017	-	-
OQ721209	1	A	10302	-	USA	"Yolo, California"	California Scrub-Jay	2017	-	-
OQ721210	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2015	-	-
OQ721211	1	A	10302	-	USA	"Ouachita, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721212	1	A	10302	-	USA	"Spokane, Washington"	Culex pipiens	2018	-	-
OQ721213	1	A	10302	-	USA	"Polk, Iowa"	Culex pipiens	2017	-	-
OQ721214	1	A	10302	-	USA	"Bossier, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721215	1	A	10302	-	USA	"Sacramento, California"	California Scrub-Jay	2015	-	-
OQ721216	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2015	-	-
OQ721217	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721218	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex restuans	2017	-	-
OQ721219	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2014	-	-
OQ721220	1	A	10302	-	USA	"San Diego, California"	Culex quinquefasciatus	2014	-	-
OQ721221	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2015	-	-
OQ721222	1	A	10302	-	USA	"Polk, Iowa"	Culex pipiens	2017	-	-
OQ721223	1	A	10302	-	USA	"Yolo, California"	Culex pipiens	2005	-	-
OQ721224	1	A	10302	-	USA	"San Diego, California"	American Crow	2008	-	-
OQ721225	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2010	-	-
OQ721226	1	A	10302	-	USA	"EBR, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721227	1	A	10302	-	USA	"Sacramento, California"	House Finch	2007	-	-
OQ721228	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex restuans	2017	-	-
OQ721229	1	A	10302	-	USA	"Polk, Iowa"	Culex pipiens	2020	-	-
OQ721230	1	A	10302	-	USA	"Hillsborough, New Hampshire"	pool of Culex pipiens and Culex restuans	2018	-	-
OQ721231	1	A	10302	-	USA	"Sacramento, California"	American Crow	2010	-	-
OQ721232	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2005	-	-
OQ721233	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2017	-	-
OQ721234	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2014	-	-
OQ721235	1	A	10302	-	USA	"Steele, Minnesota"	nan	2004	-	-
OQ721236	1	A	10302	-	USA	"Sacramento, California"	American Crow	2017	-	-
OQ721237	1	A	10302	-	USA	"Sacramento, California"	American Crow	2015	-	-
OQ721238	1	A	10302	-	USA	"EBR, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721239	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2006	-	-
OQ721240	1	A	10302	-	USA	"San Diego, California"	American Crow	2009	-	-
OQ721241	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2011	-	-
OQ721242	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721243	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2017	-	-
OQ721244	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2006	-	-
OQ721245	1	A	10302	-	USA	"Lincoln, Washington"	Pheasant	2017	-	-
OQ721246	1	A	10302	-	USA	"Ramsey, Minnesota"	nan	2005	-	-
OQ721247	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2012	-	-
OQ721248	1	A	10302	-	USA	"San Diego, California"	Coopers Hawk	2008	-	-
OQ721249	1	A	10302	-	USA	"Hennepin, Minnesota"	nan	2005	-	-
OQ721250	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2015	-	-
OQ721251	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2016	-	-
OQ721252	1	A	10302	-	USA	"DesMoines, Iowa"	Culex restuans	2020	-	-
OQ721253	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2016	-	-
OQ721254	1	A	10302	-	USA	"Woodbury, Iowa"	Culex restuans	2017	-	-
OQ721255	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2016	-	-
OQ721256	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2016	-	-
OQ721257	1	A	10302	-	USA	"Anoka, Minnesota"	nan	2004	-	-
OQ721258	1	A	10302	-	USA	"Pope, Minnesota"	Crow	2002	-	-
OQ721259	1	A	10302	-	USA	"Belmont, Ohio"	nan	2018	-	-
OQ721260	1	A	10302	-	USA	"Polk, Iowa"	Culex pipiens	2016	-	-
OQ721261	1	A	10302	-	USA	"Montgomery, Ohio"	nan	2018	-	-
OQ721262	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2017	-	-
OQ721263	1	A	10302	-	USA	"Polk, Iowa"	Culex pipiens	2020	-	-
OQ721264	1	A	10302	-	USA	"Polk, Iowa"	Culex erraticus	2020	-	-
OQ721265	1	A	10302	-	USA	"Sacramento, California"	California Scrub-Jay	2010	-	-
OQ721266	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2009	-	-
OQ721267	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex restuans	2017	-	-
OQ721268	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721269	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culex salinarius	2018	-	-
OQ721270	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2017	-	-
OQ721271	1	A	10302	-	USA	"Polk, Iowa"	Culex pipiens	2016	-	-
OQ721272	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2010	-	-
OQ721273	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2020	-	-
OQ721274	1	A	10241	-	USA	"San Bernardino, California"	American Crow	2004	-	-
OQ721275	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721276	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721277	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2014	-	-
OQ721278	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2006	-	-
OQ721279	1	A	10302	-	USA	"Pierce, Washington"	Culex tarsalis	2018	-	-
OQ721280	1	A	10302	-	USA	"San Diego, California"	Culex quinquefasciatus	2015	-	-
OQ721281	1	A	10302	-	USA	"WBR, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721282	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2013	-	-
OQ721283	1	A	10302	-	USA	"Anoka, Minnesota"	Crow	2002	-	-
OQ721284	1	A	10302	-	USA	"Hillsborough, New Hampshire"	Culex pipiens	2018	-	-
OQ721285	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2017	-	-
OQ721286	1	A	10302	-	USA	"nan, Virgin Islands"	Phoenicopterus roseus	2013	-	-
OQ721287	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721288	1	A	10302	-	USA	"Redwood, Minnesota"	Crow	2002	-	-
OQ721289	1	A	10302	-	USA	"St. Louis, Minnesota"	Grobbeak	2002	-	-
OQ721290	1	A	10302	-	USA	"Benton, Oregon"	nan	2010	-	-
OQ721291	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2005	-	-
OQ721292	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2013	-	-
OQ721293	1	A	10302	-	USA	"Dakota, Minnesota"	nan	2004	-	-
OQ721294	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex restuans	2017	-	-
OQ721295	1	A	10302	-	USA	"Sacramento, California"	Northern Mockingbird	2005	-	-
OQ721296	1	A	10302	-	USA	"Sacramento, California"	Western Scrub/Jay	2004	-	-
OQ721297	1	A	10302	-	USA	"Spokane, Washington"	Crow	2016	-	-
OQ721298	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2009	-	-
OQ721299	1	A	10302	-	USA	"Yolo, California"	Western Scrub/Jay	2005	-	-
OQ721300	1	A	10302	-	USA	"St. Louis, Minnesota"	nan	2004	-	-
OQ721301	1	A	10302	-	USA	"Anoka, Minnesota"	Crow	2002	-	-
OQ721302	1	A	10302	-	USA	"Hennepin, Minnesota"	Crow	2002	-	-
OQ721303	1	A	10302	-	USA	"Stanislaus, California"	Culex tarsalis	2017	-	-
OQ721304	1	A	10302	-	USA	"Caddo, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721305	1	A	10302	-	USA	"Pennington, Minnesota"	nan	2005	-	-
OQ721306	1	A	10302	-	USA	"Hillsborough, New Hampshire"	Culex pipiens	2018	-	-
OQ721307	1	A	10302	-	USA	"Benton, Minnesota"	Crow	2002	-	-
OQ721308	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2010	-	-
OQ721309	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2015	-	-
OQ721310	1	A	10302	-	USA	"Mower, Minnesota"	nan	2005	-	-
OQ721311	1	A	10302	-	USA	"Cook, Illinois"	Culex restuans	2018	-	-
OQ721312	1	A	10302	-	USA	"Sacramento, California"	American Crow	2011	-	-
OQ721313	1	A	10302	-	USA	"Sacramento, California"	American Crow	2012	-	-
OQ721314	1	A	10302	-	USA	"Ouachita, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721315	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2020	-	-
OQ721316	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2011	-	-
OQ721317	1	A	10302	-	USA	"Polk, Iowa"	Culex pipiens	2016	-	-
OQ721318	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721319	1	A	10302	-	USA	"Kern, California"	Brewer's Blackbird	2004	-	-
OQ721320	1	A	10302	-	USA	"Cook, Illinois"	Culex restuans	2018	-	-
OQ721321	1	A	10302	-	USA	"Umatilla, Oregon"	nan	2017	-	-
OQ721322	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2011	-	-
OQ721323	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2014	-	-
OQ721324	1	A	10246	-	USA	"Caddo, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721325	1	A	10302	-	USA	"Kern, California"	Western Scrub/Jay	2005	-	-
OQ721326	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culex salinarius	2018	-	-
OQ721327	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2016	-	-
OQ721328	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2013	-	-
OQ721329	1	A	10302	-	USA	"Black Hawk, Iowa"	Culex restuans	2017	-	-
OQ721330	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2007	-	-
OQ721331	1	A	10302	-	USA	"Sacramento, California"	California Scrub-Jay	2016	-	-
OQ721332	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721333	1	A	10302	-	USA	"Morrow, Oregon"	nan	2018	-	-
OQ721334	1	A	10302	-	USA	"St. Louis, Minnesota"	nan	2005	-	-
OQ721335	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2010	-	-
OQ721336	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2016	-	-
OQ721337	1	A	10302	-	USA	"Black Hawk, Iowa"	Culex pipiens	2020	-	-
OQ721338	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2015	-	-
OQ721339	1	A	10302	-	USA	"San Diego, California"	Western Scrub Jay	2015	-	-
OQ721340	1	A	10302	-	USA	"Black Hawk, Iowa"	Culex restuans	2017	-	-
OQ721341	1	A	10302	-	USA	"Story, Iowa"	Culex salinarius	2017	-	-
OQ721342	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2015	-	-
OQ721343	1	A	10302	-	USA	"Black Hawk, Iowa"	Culex restuans	2020	-	-
OQ721344	1	A	10302	-	USA	"Spokane, Washington"	Culex pipiens	2018	-	-
OQ721345	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2007	-	-
OQ721346	1	A	10302	-	USA	"San Diego, California"	American Crow	2009	-	-
OQ721347	1	A	10302	-	USA	"Cook, Illinois"	Culex sp.	2018	-	-
OQ721348	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2006	-	-
OQ721349	1	A	10302	-	USA	"Grant, Washington"	nan	2015	-	-
OQ721350	1	A	10302	-	USA	"Fremont, Iowa"	Culex pipiens	2016	-	-
OQ721351	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex restuans	2016	-	-
OQ721352	1	A	10302	-	USA	"Allen, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721353	1	A	10302	-	USA	"Olmsted, Minnesota"	nan	2004	-	-
OQ721354	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721355	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2012	-	-
OQ721356	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721357	1	A	10302	-	USA	"Big Stone, Minnesota"	Crow	2002	-	-
OQ721358	1	A	10302	-	USA	"Dakota, Minnesota"	nan	2005	-	-
OQ721359	1	A	10302	-	USA	"Franklin, Ohio"	nan	2018	-	-
OQ721360	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2017	-	-
OQ721361	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2016	-	-
OQ721362	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex restuans	2017	-	-
OQ721363	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2011	-	-
OQ721364	1	A	10302	-	USA	"Sherburne, Minnesota"	nan	2004	-	-
OQ721365	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2015	-	-
OQ721366	1	A	10302	-	USA	"Solano, California"	Culex pipiens	2005	-	-
OQ721367	1	A	10302	-	USA	"Woodbury, Iowa"	Culex restuans	2016	-	-
OQ721368	1	A	10302	-	USA	"Black Hawk, Iowa"	Culex restuans	2017	-	-
OQ721369	1	A	10302	-	USA	"Ascension, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721370	1	A	10302	-	USA	"Calcasieu, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721371	1	A	10302	-	USA	"San Diego, California"	American Crow	2008	-	-
OQ721372	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2008	-	-
OQ721373	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex pipiens	2017	-	-
OQ721374	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2017	-	-
OQ721375	1	A	10302	-	USA	"Hillsborough, New Hampshire"	Coquillettidia perturbans	2018	-	-
OQ721376	1	A	10302	-	USA	"Sacramento, California"	California Scrub-Jay	2009	-	-
OQ721377	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culex restuans	2018	-	-
OQ721378	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2014	-	-
OQ721379	1	A	10302	-	USA	"Sacramento, California"	California Scrub-Jay	2009	-	-
OQ721380	1	A	10302	-	USA	"Kern, California"	Western Scrub/Jay	2005	-	-
OQ721381	1	A	10302	-	USA	"Cook, Illinois"	Culex restuans	2018	-	-
OQ721382	1	A	10302	-	USA	"Dakota, Minnesota"	nan	2004	-	-
OQ721383	1	A	10302	-	USA	"Anoka, Minnesota"	nan	2004	-	-
OQ721384	1	A	10302	-	USA	"Allen, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721385	1	A	10302	-	USA	"Cook, Illinois"	Culex restuans	2018	-	-
OQ721386	1	A	10302	-	USA	"Rockingham, New Hampshire"	Aedes cinereus	2018	-	-
OQ721387	1	A	10302	-	USA	"Ramsey, Minnesota"	nan	2004	-	-
OQ721388	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2015	-	-
OQ721389	1	A	10302	-	USA	"Hillsborough, New Hampshire"	pool of Culex pipiens and Culex restuans	2018	-	-
OQ721390	1	A	10302	-	USA	"Ouachita, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721391	1	A	10302	-	USA	"Bossier, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721392	1	A	10302	-	USA	"EBR, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721393	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2007	-	-
OQ721394	1	A	10302	-	USA	"Yolo, California"	Yellow/billed Magpie	2009	-	-
OQ721395	1	A	10302	-	USA	"San Diego, California"	American Crow	2009	-	-
OQ721396	1	A	10302	-	USA	"Black Hawk, Iowa"	Culex restuans	2017	-	-
OQ721397	1	A	10302	-	USA	"Kern, California"	Sparrow	2005	-	-
OQ721398	1	A	10302	-	USA	"San Diego, California"	American Crow	2009	-	-
OQ721399	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2016	-	-
OQ721400	1	A	10302	-	USA	"Cook, Illinois"	Culex sp.	2018	-	-
OQ721401	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2017	-	-
OQ721402	1	A	10302	-	USA	"Sacramento, California"	American Crow	2008	-	-
OQ721403	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721404	1	A	10240	-	USA	"Polk, Iowa"	Culex pipiens	2020	-	-
OQ721405	1	A	10302	-	USA	"Hillsborough, New Hampshire"	Culex pipiens	2018	-	-
OQ721406	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2007	-	-
OQ721407	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721408	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2015	-	-
OQ721409	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2016	-	-
OQ721410	1	A	10302	-	USA	"Beltrami, Minnesota"	nan	2004	-	-
OQ721411	1	A	10302	-	USA	"San Diego, California"	American Crow	2009	-	-
OQ721412	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2014	-	-
OQ721413	1	A	10302	-	USA	"Black Hawk, Iowa"	Culex restuans	2017	-	-
OQ721414	1	A	10302	-	USA	"Sacramento, California"	American Crow	2014	-	-
OQ721415	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721416	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2016	-	-
OQ721417	1	A	10302	-	USA	"Black Hawk, Iowa"	Culex pipiens	2020	-	-
OQ721418	1	A	10302	-	USA	"Allen, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721419	1	A	10302	-	USA	"Ramsey, Minnesota"	nan	2005	-	-
OQ721420	1	A	10302	-	USA	"Yolo, California"	American Crow	2014	-	-
OQ721421	1	A	10302	-	USA	"Hennepin, Minnesota"	Crow	2002	-	-
OQ721422	1	A	10302	-	USA	"Black Hawk, Iowa"	Culex pipiens	2020	-	-
OQ721423	1	A	10302	-	USA	"EBR, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721424	1	A	10302	-	USA	"Story, Iowa"	Culex restuans	2017	-	-
OQ721425	1	A	10302	-	USA	"Los Angeles, California"	American Crow	2004	-	-
OQ721426	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2016	-	-
OQ721427	1	A	10302	-	USA	"Polk, Iowa"	Culex salinarius	2016	-	-
OQ721428	1	A	10302	-	USA	"Lorain, Ohio"	nan	2018	-	-
OQ721429	1	A	10302	-	USA	"Kern, California"	Western Scrub/Jay	2004	-	-
OQ721430	1	A	10302	-	USA	"Van Buren, Iowa"	Culex restuans	2016	-	-
OQ721431	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2013	-	-
OQ721432	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2017	-	-
OQ721433	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2018	-	-
OQ721434	1	A	10302	-	USA	"Hillsborough, New Hampshire"	pool of Culex pipiens and Culex restuans	2017	-	-
OQ721435	1	A	10302	-	USA	"Kern, California"	Western Scrub/Jay	2005	-	-
OQ721436	1	A	10302	-	USA	"Grant, Washington"	Magpie	2015	-	-
OQ721437	1	A	10302	-	USA	"Story, Iowa"	Culex restuans	2016	-	-
OQ721438	1	A	10302	-	USA	"Olmsted, Minnesota"	nan	2004	-	-
OQ721439	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2014	-	-
OQ721440	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2018	-	-
OQ721441	1	A	10302	-	USA	"Hillsborough, New Hampshire"	pool of Culex pipiens and Culex restuans	2018	-	-
OQ721442	1	A	10302	-	USA	"Yolo, California"	Yellow/billed Magpie	2015	-	-
OQ721443	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721444	1	A	10302	-	USA	"Story, Iowa"	Culex restuans	2017	-	-
OQ721445	1	A	10302	-	USA	"Ascension, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721446	1	A	10302	-	USA	"WBR, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721447	1	A	10302	-	USA	"San Diego, California"	American Crow	2008	-	-
OQ721448	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex restuans	2017	-	-
OQ721449	1	A	10302	-	USA	"Olmsted, Minnesota"	nan	2004	-	-
OQ721450	1	A	10302	-	USA	"Ouachita, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721451	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2009	-	-
OQ721452	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culiseta melanura	2018	-	-
OQ721453	1	A	10302	-	USA	"Anoka, Minnesota"	nan	2004	-	-
OQ721454	1	A	10302	-	USA	"Woodbury, Iowa"	Culex restuans	2017	-	-
OQ721455	1	A	10302	-	USA	"Allen, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721456	1	A	10302	-	USA	"Woodbury, Iowa"	Culex restuans	2017	-	-
OQ721457	1	A	10302	-	USA	"San Diego, California"	American Crow	2008	-	-
OQ721458	1	A	10302	-	USA	"St. Tammany, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721459	1	A	10302	-	USA	"Lucas, Ohio"	nan	2018	-	-
OQ721460	1	A	10302	-	USA	"Pierce, Washington"	Culex pipiens	2018	-	-
OQ721461	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2016	-	-
OQ721462	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2017	-	-
OQ721463	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2017	-	-
OQ721464	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2015	-	-
OQ721465	1	A	10302	-	USA	"Hillsborough, New Hampshire"	Psorophora ferox	2018	-	-
OQ721466	1	A	10302	-	USA	"Franklin, Ohio"	nan	2018	-	-
OQ721467	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2013	-	-
OQ721468	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2009	-	-
OQ721469	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2016	-	-
OQ721470	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2011	-	-
OQ721471	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2016	-	-
OQ721472	1	A	10302	-	USA	"Washington, Minnesota"	nan	2005	-	-
OQ721473	1	A	10302	-	USA	"Meeker, Minnesota"	nan	2005	-	-
OQ721474	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721475	1	A	10302	-	USA	"Polk, Iowa"	Culex pipiens	2020	-	-
OQ721476	1	A	10302	-	USA	"Polk, Iowa"	Culex pipiens	2016	-	-
OQ721477	1	A	10302	-	USA	"St. Tammany, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721478	1	A	10302	-	USA	"Summit, Ohio"	nan	2018	-	-
OQ721479	1	A	10302	-	USA	"Kern, California"	House Sparrow	2005	-	-
OQ721480	1	A	10302	-	USA	"EBR, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721481	1	A	10302	-	USA	"Hennepin, Minnesota"	nan	2004	-	-
OQ721482	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culiseta melanura	2018	-	-
OQ721483	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2020	-	-
OQ721484	1	A	10302	-	USA	"Kern, California"	Black/headed Grosbeak	2006	-	-
OQ721485	1	A	10302	-	USA	"Pierce, Washington"	Culex pipiens	2018	-	-
OQ721486	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2013	-	-
OQ721487	1	A	10302	-	USA	"Scott, Minnesota"	nan	2004	-	-
OQ721488	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2004	-	-
